window_idx,i,j,satellite_i,satellite_j,peak_coherence,peak_delay_ns,mean_coherence,p95_coherence
2,5,38,,,0.8193367133825885,-997.3333333333334,0.6102158331989882,0.7107008126502777
2,5,39,,,0.819427766817154,-997.3333333333334,0.6103605165337127,0.7108279891260957
2,5,40,,,9.73240022406748e-20,-3637.3333333333335,9.304692905525986e-21,2.1577435491118356e-20
2,5,41,,,9.760357911291402e-20,-3637.3333333333335,9.321549781258129e-21,2.2025702953924385e-20
2,5,42,,,9.906315358165384e-20,-3637.3333333333335,9.563939438144089e-21,2.2907951544163336e-20
2,5,43,,,9.906315358165384e-20,-3637.3333333333335,9.563939438144089e-21,2.2907951544163336e-20
2,5,44,,,9.873202382546923e-20,-3637.3333333333335,9.498901705801429e-21,2.2770114789114582e-20
2,5,45,,,1.926837660620134e-15,4005.333333333333,4.9278768158548655e-17,1.5371933202306033e-16
2,5,46,,,1.936859542109439e-15,4005.333333333333,4.944664190496295e-17,1.5419782816700652e-16
2,5,47,,,1.936859542109439e-15,4005.333333333333,4.944664190496295e-17,1.5419782816700652e-16
2,5,48,,,1.9472780514114547e-15,4005.333333333333,4.962184647005326e-17,1.546935548438167e-16
2,5,49,,,1.9489650882867597e-15,4005.333333333333,4.9650115449851685e-17,1.5477385140297805e-16
2,6,7,,,3.894269873408177e-21,-3696.0,3.997224035778943e-22,1.1648926370879228e-21
2,6,8,,,3.894269873408177e-21,-3696.0,3.997224035778943e-22,1.1648926370879228e-21
2,6,9,,,3.892210628900291e-21,-3696.0,4.0036091428044643e-22,1.1670463861666004e-21
2,6,10,,,3.892210628900291e-21,-3696.0,4.0036091428044643e-22,1.1670463861666004e-21
2,6,11,,,3.890468977573909e-21,-3696.0,4.0194405852857727e-22,1.1761130429992352e-21
2,6,12,,,9.079332245682077e-21,4042.666666666667,1.0548943183860124e-21,2.989669034692928e-21
2,6,13,,,9.083353986642774e-21,4042.666666666667,1.055191843555102e-21,2.9898666556322106e-21
2,6,14,,,9.080995721820567e-21,4042.666666666667,1.0549531972481965e-21,2.9894495965683942e-21
2,6,15,,,9.021503126262476e-21,4042.666666666667,1.0487695528593877e-21,2.977870687425147e-21
2,6,16,,,9.021503126262476e-21,4042.666666666667,1.0487695528593877e-21,2.977870687425147e-21
2,6,17,,,1.323679010909269e-20,-3642.6666666666665,1.0534694273815452e-21,2.9025148354708528e-21
2,6,18,,,9.18307348079708e-21,4042.666666666667,1.0643987194494318e-21,2.987403539163469e-21
2,6,19,,,1.513950753117893e-20,-3642.6666666666665,1.1215405639595909e-21,3.098480273488321e-21
2,6,20,,,1.5295728301941263e-20,-3642.6666666666665,1.150124101214842e-21,3.1167131618969414e-21
2,6,21,,,1.5295728301941263e-20,-3642.6666666666665,1.150124101214842e-21,3.1167131618969414e-21
2,6,22,,,1.4850786857102902e-20,-3642.6666666666665,1.1305848865619474e-21,3.1134040258826386e-21
2,6,23,,,1.479500135863891e-20,-3642.6666666666665,1.1279246814563338e-21,3.1080106224915938e-21
2,6,24,,,1.442253278659266e-20,-3642.6666666666665,1.1088344106002639e-21,3.065643315808879e-21
2,6,25,,,4.986225539070673e-13,4000.0,1.0415757408699201e-14,2.7788765258501668e-14
2,6,26,,,5.039382039431732e-13,4000.0,1.0508073977849629e-14,2.8042063494770152e-14
2,6,27,,,5.151216267703653e-13,4000.0,1.0726697939836449e-14,2.862444646754023e-14
2,6,28,,,5.14886933904355e-13,4000.0,1.0718691415660813e-14,2.860393313185743e-14
2,6,29,,,5.191593537042422e-13,4000.0,1.080046785556928e-14,2.8816515878557306e-14
2,6,30,,,5.194440922897978e-13,4000.0,1.0804686662517191e-14,2.882741847159993e-14
2,6,31,,,5.461676587033474e-13,4000.0,1.1312630371499193e-14,3.0146669025248815e-14
2,6,32,,,5.461676587033474e-13,4000.0,1.1312630371499193e-14,3.0146669025248815e-14
2,6,33,,,5.723572510912096e-13,4000.0,1.1804743568199212e-14,3.142363303904806e-14
2,6,34,,,0.8192967056463987,-997.3333333333334,0.6102227812536997,0.7106921476968963
2,6,35,,,0.8193929940225614,-997.3333333333334,0.6103775390489165,0.7108274571769067
2,6,36,,,0.8193929940225614,-997.3333333333334,0.6103775390489165,0.7108274571769067
2,6,37,,,0.8193954385848139,-997.3333333333334,0.6103640481171136,0.710818465651317
2,6,38,,,0.8193954385848139,-997.3333333333334,0.6103640481171136,0.710818465651317
2,6,39,,,0.8194864815095851,-997.3333333333334,0.610508731777259,0.7109456309271903
2,6,40,,,9.73493100382486e-20,-3637.3333333333335,9.274380598205632e-21,2.1562822303056365e-20
2,6,41,,,9.760187125952072e-20,-3637.3333333333335,9.283876669843316e-21,2.188913611760008e-20
2,6,42,,,9.904539899887349e-20,-3637.3333333333335,9.514633786018367e-21,2.2798416826507646e-20
2,6,43,,,9.904539899887349e-20,-3637.3333333333335,9.514633786018367e-21,2.2798416826507646e-20
2,6,44,,,9.871130972589276e-20,-3637.3333333333335,9.45054852644678e-21,2.2624483650120832e-20
2,6,45,,,1.9261085346761966e-15,4005.333333333333,4.9260591323339175e-17,1.5366792200276837e-16
2,6,46,,,1.936126667458217e-15,4005.333333333333,4.9428404027914157e-17,1.5414625767927272e-16
2,6,47,,,1.936126667458217e-15,4005.333333333333,4.9428404027914157e-17,1.5414625767927272e-16
2,6,48,,,1.946541341303772e-15,4005.333333333333,4.960354659692178e-17,1.546418230161814e-16
2,6,49,,,1.948227747605475e-15,4005.333333333333,4.9631805311475855e-17,1.547220926692507e-16
2,7,8,,,1.0000000000000007,-138.66666666666666,1.0,1.0000000000000002
2,7,9,,,0.9999999895320731,3600.0,0.9999999561797123,0.9999999722503753
2,7,10,,,0.9999999895320731,3600.0,0.9999999561797123,0.9999999722503753
2,7,11,,,0.9999999404303545,3600.0,0.9999996456113026,0.9999998264266019
2,7,12,,,0.7939610650949853,3184.0,0.6706849612577858,0.7384566866294752
2,7,13,,,0.7939550339675715,3184.0,0.6706738804324374,0.738446091589896
2,7,14,,,0.7939587354660211,3184.0,0.6706775363042426,0.7384491375618345
2,7,15,,,0.7939698363178437,3184.0,0.6706527298164149,0.7384184226313708
2,7,16,,,0.7939698363178437,3184.0,0.6706527298164149,0.7384184226313708
2,7,17,,,0.9648555595382691,3626.6666666666665,0.6970500057695102,0.8018466353630563
2,7,18,,,0.7939288468471887,3184.0,0.6706606404672981,0.7384396223626027
2,7,19,,,0.9652490309627251,3626.6666666666665,0.6927449923164165,0.7986601025458611
2,7,20,,,0.9654452318408084,3626.6666666666665,0.6915202512184807,0.7977194293971951
2,7,21,,,0.9654452318408084,3626.6666666666665,0.6915202512184807,0.7977194293971951
2,7,22,,,0.9654940277880074,3626.6666666666665,0.6910659793864026,0.7973555227435571
2,7,23,,,0.9654972326482718,3626.6666666666665,0.6909557027120413,0.7972673966878163
2,7,24,,,0.9655344194807328,3626.6666666666665,0.6911291944861055,0.7974110655658908
2,7,25,,,0.8774689083521396,4037.333333333333,0.6300211773150227,0.6948402712183088
2,7,26,,,0.8774117281119862,4037.333333333333,0.6300031689359863,0.6948378115194997
2,7,27,,,0.87739000626442,4037.333333333333,0.6299514303078745,0.6947966966551905
2,7,28,,,0.8773671681953396,4037.333333333333,0.6299722471683151,0.6948198942832217
2,7,29,,,0.8773580644511176,4037.333333333333,0.6299693305920584,0.6948227499014209
2,7,30,,,0.8773442861380086,4037.333333333333,0.6299631627739767,0.6948177493830101
2,7,31,,,0.8772431986766538,4037.333333333333,0.6299375930038374,0.694828338416513
2,7,32,,,0.8772431986766538,4037.333333333333,0.6299375930038374,0.694828338416513
2,7,33,,,0.8771356921705248,4037.333333333333,0.6299301293643323,0.6948353824925793
2,7,34,,,6.254345669845044e-21,3621.3333333333335,8.052768147404011e-22,2.0868184926527552e-21
2,7,35,,,6.406586703121468e-21,3621.3333333333335,7.954341115033742e-22,2.1107341143680312e-21
2,7,36,,,6.406586703121468e-21,3621.3333333333335,7.954341115033742e-22,2.1107341143680312e-21
2,7,37,,,6.225659576834481e-21,3621.3333333333335,8.044321604051022e-22,2.0906542217439844e-21
2,7,38,,,6.225659576834481e-21,3621.3333333333335,8.044321604051022e-22,2.0906542217439844e-21
2,7,39,,,6.3943324793807995e-21,3621.3333333333335,7.931175181315325e-22,2.1048025856903962e-21
2,7,40,,,0.14621278781312894,-3674.6666666666665,0.03672434592328427,0.05550170832124568
2,7,41,,,0.14610670077481264,-3674.6666666666665,0.03666261339047188,0.05545702761671748
2,7,42,,,0.1454282049744916,-3674.6666666666665,0.036354299313547715,0.055132956313658485
2,7,43,,,0.1454282049744916,-3674.6666666666665,0.036354299313547715,0.055132956313658485
2,7,44,,,0.14557457883305025,-3674.6666666666665,0.03642787414441479,0.05520421026264166
2,7,45,,,0.8447642072172952,3168.0,0.627868855088941,0.6909824972261103
2,7,46,,,0.8446487329420611,3168.0,0.627855237010972,0.6909718445209216
2,7,47,,,0.8446487329420611,3168.0,0.627855237010972,0.6909718445209216
2,7,48,,,0.8444905053287437,3168.0,0.6278057569655556,0.6909268769106462
2,7,49,,,0.8444694711821674,3168.0,0.6278023469507331,0.6909240118869289
2,8,9,,,0.9999999895320731,3600.0,0.9999999561797123,0.9999999722503753
2,8,10,,,0.9999999895320731,3600.0,0.9999999561797123,0.9999999722503753
2,8,11,,,0.9999999404303545,3600.0,0.9999996456113026,0.9999998264266019
2,8,12,,,0.7939610650949853,3184.0,0.6706849612577858,0.7384566866294752
2,8,13,,,0.7939550339675715,3184.0,0.6706738804324374,0.738446091589896
2,8,14,,,0.7939587354660211,3184.0,0.6706775363042426,0.7384491375618345
2,8,15,,,0.7939698363178437,3184.0,0.6706527298164149,0.7384184226313708
2,8,16,,,0.7939698363178437,3184.0,0.6706527298164149,0.7384184226313708
2,8,17,,,0.9648555595382691,3626.6666666666665,0.6970500057695102,0.8018466353630563
2,8,18,,,0.7939288468471887,3184.0,0.6706606404672981,0.7384396223626027
2,8,19,,,0.9652490309627251,3626.6666666666665,0.6927449923164165,0.7986601025458611
2,8,20,,,0.9654452318408084,3626.6666666666665,0.6915202512184807,0.7977194293971951
2,8,21,,,0.9654452318408084,3626.6666666666665,0.6915202512184807,0.7977194293971951
2,8,22,,,0.9654940277880074,3626.6666666666665,0.6910659793864026,0.7973555227435571
2,8,23,,,0.9654972326482718,3626.6666666666665,0.6909557027120413,0.7972673966878163
2,8,24,,,0.9655344194807328,3626.6666666666665,0.6911291944861055,0.7974110655658908
2,8,25,,,0.8774689083521396,4037.333333333333,0.6300211773150227,0.6948402712183088
2,8,26,,,0.8774117281119862,4037.333333333333,0.6300031689359863,0.6948378115194997
2,8,27,,,0.87739000626442,4037.333333333333,0.6299514303078745,0.6947966966551905
2,8,28,,,0.8773671681953396,4037.333333333333,0.6299722471683151,0.6948198942832217
2,8,29,,,0.8773580644511176,4037.333333333333,0.6299693305920584,0.6948227499014209
2,8,30,,,0.8773442861380086,4037.333333333333,0.6299631627739767,0.6948177493830101
2,8,31,,,0.8772431986766538,4037.333333333333,0.6299375930038374,0.694828338416513
2,8,32,,,0.8772431986766538,4037.333333333333,0.6299375930038374,0.694828338416513
2,8,33,,,0.8771356921705248,4037.333333333333,0.6299301293643323,0.6948353824925793
2,8,34,,,6.254345669845044e-21,3621.3333333333335,8.052768147404011e-22,2.0868184926527552e-21
2,8,35,,,6.406586703121468e-21,3621.3333333333335,7.954341115033742e-22,2.1107341143680312e-21
2,8,36,,,6.406586703121468e-21,3621.3333333333335,7.954341115033742e-22,2.1107341143680312e-21
2,8,37,,,6.225659576834481e-21,3621.3333333333335,8.044321604051022e-22,2.0906542217439844e-21
2,8,38,,,6.225659576834481e-21,3621.3333333333335,8.044321604051022e-22,2.0906542217439844e-21
2,8,39,,,6.3943324793807995e-21,3621.3333333333335,7.931175181315325e-22,2.1048025856903962e-21
2,8,40,,,0.14621278781312894,-3674.6666666666665,0.03672434592328427,0.05550170832124568
2,8,41,,,0.14610670077481264,-3674.6666666666665,0.03666261339047188,0.05545702761671748
2,8,42,,,0.1454282049744916,-3674.6666666666665,0.036354299313547715,0.055132956313658485
2,8,43,,,0.1454282049744916,-3674.6666666666665,0.036354299313547715,0.055132956313658485
2,8,44,,,0.14557457883305025,-3674.6666666666665,0.03642787414441479,0.05520421026264166
2,8,45,,,0.8447642072172952,3168.0,0.627868855088941,0.6909824972261103
2,8,46,,,0.8446487329420611,3168.0,0.627855237010972,0.6909718445209216
2,8,47,,,0.8446487329420611,3168.0,0.627855237010972,0.6909718445209216
2,8,48,,,0.8444905053287437,3168.0,0.6278057569655556,0.6909268769106462
2,8,49,,,0.8444694711821674,3168.0,0.6278023469507331,0.6909240118869289
2,9,10,,,1.0000000000000007,-2741.3333333333335,1.0,1.0000000000000002
2,9,11,,,0.9999999651499164,959.9999999999999,0.9999998113695597,0.9999999156134913
2,9,12,,,0.7940646010847942,3184.0,0.670800647577764,0.7385574107026563
2,9,13,,,0.7940585698820467,3184.0,0.6707895644042736,0.7385468148220499
2,9,14,,,0.7940622724612173,3184.0,0.6707932217014144,0.7385498615156177
2,9,15,,,0.7940734061908615,3184.0,0.670768436897956,0.7385191627677271
2,9,16,,,0.7940734061908615,3184.0,0.670768436897956,0.7385191627677271
2,9,17,,,0.9648778588733956,3626.6666666666665,0.6969206426672256,0.8017565201230865
2,9,18,,,0.7940323551926756,3184.0,0.6707763018200188,0.7385403312971951
2,9,19,,,0.9652677382089966,3626.6666666666665,0.6926151658501198,0.7985429555415984
2,9,20,,,0.9654633140152612,3626.6666666666665,0.6913904823694813,0.7976096458332177
2,9,21,,,0.9654633140152612,3626.6666666666665,0.6913904823694813,0.7976096458332177
2,9,22,,,0.9655118043285422,3626.6666666666665,0.6909361931066442,0.7972457252637472
2,9,23,,,0.9655148827893265,3626.6666666666665,0.6908258908948003,0.7971575679257789
2,9,24,,,0.9655523681008586,3626.6666666666665,0.6909994842962691,0.7973013769898432
2,9,25,,,0.8775183168741645,4037.333333333333,0.6301050107391175,0.6949210075194024
2,9,26,,,0.8774611647536265,4037.333333333333,0.6300869928177927,0.6949185398957074
2,9,27,,,0.8774395098824451,4037.333333333333,0.6300352440266463,0.6948774178766299
2,9,28,,,0.8774166461278622,4037.333333333333,0.6300560623564587,0.6949006160778722
2,9,29,,,0.8774075608373845,4037.333333333333,0.6300531433794555,0.6949034699251282
2,9,30,,,0.8773937817253639,4037.333333333333,0.6300469742088106,0.694898468263205
2,9,31,,,0.8772927961046544,4037.333333333333,0.6300213858905407,0.6949024310251757
2,9,32,,,0.8772927961046544,4037.333333333333,0.6300213858905407,0.6949024310251757
2,9,33,,,0.8771854110978051,4037.333333333333,0.6300139016437208,0.6949040677319702
2,9,34,,,6.024311939292169e-21,3621.3333333333335,8.184402008102145e-22,2.1054586019214432e-21
2,9,35,,,6.184817055760344e-21,3621.3333333333335,8.07526858651359e-22,2.106402854438612e-21
2,9,36,,,6.184817055760344e-21,3621.3333333333335,8.07526858651359e-22,2.106402854438612e-21
2,9,37,,,5.997590018342247e-21,3621.3333333333335,8.176197922814678e-22,2.1034458542535917e-21
2,9,38,,,5.997590018342247e-21,3621.3333333333335,8.176197922814678e-22,2.1034458542535917e-21
2,9,39,,,6.1755782218327004e-21,3621.3333333333335,8.051189266545322e-22,2.1051292594015007e-21
2,9,40,,,0.14633060666913514,-3674.6666666666665,0.03676894717970222,0.055578232735175835
2,9,41,,,0.14622445688384572,-3674.6666666666665,0.036707191684684184,0.05553349582594016
2,9,42,,,0.1455456255218512,-3674.6666666666665,0.03639867159174953,0.055205482701499844
2,9,43,,,0.1455456255218512,-3674.6666666666665,0.03639867159174953,0.055205482701499844
2,9,44,,,0.14569206407766525,-3674.6666666666665,0.03647228750531392,0.055276792065894365
2,9,45,,,0.8448558988689093,3168.0,0.6279569829828777,0.6910680351949554
2,9,46,,,0.8447404595496721,3168.0,0.6279433560363586,0.6910573745054295
2,9,47,,,0.8447404595496721,3168.0,0.6279433560363586,0.6910573745054295
2,9,48,,,0.8445822718474286,3168.0,0.6278938615103559,0.6910123959519197
2,9,49,,,0.8445612436756854,3168.0,0.6278904498659662,0.6910095295313978
2,10,11,,,0.9999999651499164,959.9999999999999,0.9999998113695597,0.9999999156134913
2,10,12,,,0.7940646010847942,3184.0,0.670800647577764,0.7385574107026563
2,10,13,,,0.7940585698820467,3184.0,0.6707895644042736,0.7385468148220499
2,10,14,,,0.7940622724612173,3184.0,0.6707932217014144,0.7385498615156177
2,10,15,,,0.7940734061908615,3184.0,0.670768436897956,0.7385191627677271
2,10,16,,,0.7940734061908615,3184.0,0.670768436897956,0.7385191627677271
2,10,17,,,0.9648778588733956,3626.6666666666665,0.6969206426672256,0.8017565201230865
2,10,18,,,0.7940323551926756,3184.0,0.6707763018200188,0.7385403312971951
2,10,19,,,0.9652677382089966,3626.6666666666665,0.6926151658501198,0.7985429555415984
2,10,20,,,0.9654633140152612,3626.6666666666665,0.6913904823694813,0.7976096458332177
2,10,21,,,0.9654633140152612,3626.6666666666665,0.6913904823694813,0.7976096458332177
2,10,22,,,0.9655118043285422,3626.6666666666665,0.6909361931066442,0.7972457252637472
2,10,23,,,0.9655148827893265,3626.6666666666665,0.6908258908948003,0.7971575679257789
2,10,24,,,0.9655523681008586,3626.6666666666665,0.6909994842962691,0.7973013769898432
2,10,25,,,0.8775183168741645,4037.333333333333,0.6301050107391175,0.6949210075194024
2,10,26,,,0.8774611647536265,4037.333333333333,0.6300869928177927,0.6949185398957074
2,10,27,,,0.8774395098824451,4037.333333333333,0.6300352440266463,0.6948774178766299
2,10,28,,,0.8774166461278622,4037.333333333333,0.6300560623564587,0.6949006160778722
2,10,29,,,0.8774075608373845,4037.333333333333,0.6300531433794555,0.6949034699251282
2,10,30,,,0.8773937817253639,4037.333333333333,0.6300469742088106,0.694898468263205
2,10,31,,,0.8772927961046544,4037.333333333333,0.6300213858905407,0.6949024310251757
2,10,32,,,0.8772927961046544,4037.333333333333,0.6300213858905407,0.6949024310251757
2,10,33,,,0.8771854110978051,4037.333333333333,0.6300139016437208,0.6949040677319702
2,10,34,,,6.024311939292169e-21,3621.3333333333335,8.184402008102145e-22,2.1054586019214432e-21
2,10,35,,,6.184817055760344e-21,3621.3333333333335,8.07526858651359e-22,2.106402854438612e-21
2,10,36,,,6.184817055760344e-21,3621.3333333333335,8.07526858651359e-22,2.106402854438612e-21
2,10,37,,,5.997590018342247e-21,3621.3333333333335,8.176197922814678e-22,2.1034458542535917e-21
2,10,38,,,5.997590018342247e-21,3621.3333333333335,8.176197922814678e-22,2.1034458542535917e-21
2,10,39,,,6.1755782218327004e-21,3621.3333333333335,8.051189266545322e-22,2.1051292594015007e-21
2,10,40,,,0.14633060666913514,-3674.6666666666665,0.03676894717970222,0.055578232735175835
2,10,41,,,0.14622445688384572,-3674.6666666666665,0.036707191684684184,0.05553349582594016
2,10,42,,,0.1455456255218512,-3674.6666666666665,0.03639867159174953,0.055205482701499844
2,10,43,,,0.1455456255218512,-3674.6666666666665,0.03639867159174953,0.055205482701499844
2,10,44,,,0.14569206407766525,-3674.6666666666665,0.03647228750531392,0.055276792065894365
2,10,45,,,0.8448558988689093,3168.0,0.6279569829828777,0.6910680351949554
2,10,46,,,0.8447404595496721,3168.0,0.6279433560363586,0.6910573745054295
2,10,47,,,0.8447404595496721,3168.0,0.6279433560363586,0.6910573745054295
2,10,48,,,0.8445822718474286,3168.0,0.6278938615103559,0.6910123959519197
2,10,49,,,0.8445612436756854,3168.0,0.6278904498659662,0.6910095295313978
2,11,12,,,0.7943636406473504,3184.0,0.6710911882416726,0.7387899326644507
2,11,13,,,0.794357612562004,3184.0,0.6710801052870575,0.7387793402214327
2,11,14,,,0.7943613132557756,3184.0,0.6710837625658771,0.738782385310184
2,11,15,,,0.7943724308109916,3184.0,0.6710589771925518,0.7387516709217126
2,11,16,,,0.7943724308109916,3184.0,0.6710589771925518,0.7387516709217126
2,11,17,,,0.9650886379993261,3626.6666666666665,0.6965954608182429,0.8015105069291095
2,11,18,,,0.7943314199193415,3184.0,0.6710668457350873,0.7387728798049598
2,11,19,,,0.9654621918556027,3626.6666666666665,0.6922889520750221,0.7982510985394861
2,11,20,,,0.965653656586245,3626.6666666666665,0.6910638142687674,0.7973239952911505
2,11,21,,,0.965653656586245,3626.6666666666665,0.6910638142687674,0.7973239952911505
2,11,22,,,0.9657005628885257,3626.6666666666665,0.6906093867725261,0.7969629398912859
2,11,23,,,0.9657031600049615,3626.6666666666665,0.6904990771161669,0.796874741991053
2,11,24,,,0.9657414047624178,3626.6666666666665,0.6906726172809187,0.7970186066117296
2,11,25,,,0.8776848754343095,4037.333333333333,0.6303904041985798,0.6951886006355871
2,11,26,,,0.8776274661440807,4037.333333333333,0.6303723813373457,0.6951861317321795
2,11,27,,,0.8776056951003816,4037.333333333333,0.6303206241453254,0.6951432839340944
2,11,28,,,0.877582756380789,4037.333333333333,0.6303414449526841,0.6951645139078109
2,11,29,,,0.8775735797704254,4037.333333333333,0.630338524933349,0.6951634984085705
2,11,30,,,0.8775597822393798,4037.333333333333,0.6303323546744247,0.6951573533699678
2,11,31,,,0.877458215255311,4037.333333333333,0.630306757861076,0.6951392580322734
2,11,32,,,0.877458215255311,4037.333333333333,0.630306757861076,0.6951392580322734
2,11,33,,,0.8773501939931283,4037.333333333333,0.6302992663875436,0.6951378755413837
2,11,34,,,5.914983628333198e-21,3669.333333333333,8.871931234540712e-22,1.9773885408671925e-21
2,11,35,,,5.980384208335171e-21,3669.333333333333,8.792846027944413e-22,1.9643358470826362e-21
2,11,36,,,5.980384208335171e-21,3669.333333333333,8.792846027944413e-22,1.9643358470826362e-21
2,11,37,,,5.872943082407469e-21,3669.333333333333,8.854921825765996e-22,1.970479491189477e-21
2,11,38,,,5.872943082407469e-21,3669.333333333333,8.854921825765996e-22,1.970479491189477e-21
2,11,39,,,5.944501853663917e-21,3669.333333333333,8.763630769084558e-22,1.965238308559987e-21
2,11,40,,,0.14635637161091974,-3674.6666666666665,0.036837197627435425,0.05563908901082068
2,11,41,,,0.1462500049448521,-3674.6666666666665,0.03677536703564993,0.05559418444369268
2,11,42,,,0.1455705450194471,-3674.6666666666665,0.03646650235782906,0.05526826353778448
2,11,43,,,0.1455705450194471,-3674.6666666666665,0.03646650235782906,0.05526826353778448
2,11,44,,,0.1457171325763345,-3674.6666666666665,0.03654019789465312,0.05533968946437354
2,11,45,,,0.8451183836292274,3168.0,0.6282431191721897,0.6913486196886334
2,11,46,,,0.8450029157043742,3168.0,0.6282294895409196,0.6913379603382053
2,11,47,,,0.8450029157043742,3168.0,0.6282294895409196,0.6913379603382053
2,11,48,,,0.844844718821468,3168.0,0.6281799868986911,0.6912929837297609
2,11,49,,,0.8448236869280473,3168.0,0.628176574644394,0.6912901175524173
2,12,13,,,0.999999999841448,3178.6666666666665,0.999999999534265,0.9999999996619844
2,12,14,,,0.9999999999835012,3184.0,0.9999999998743646,0.9999999999100329
2,12,15,,,0.9999999977448811,-3274.6666666666665,0.9999999730568975,0.9999999832680375
2,12,16,,,0.9999999977448811,-3274.6666666666665,0.9999999730568975,0.9999999832680375
2,12,17,,,0.5506900919530842,3642.6666666666665,0.24047450862259012,0.32171834021306456
2,12,18,,,0.9999999882828742,3210.6666666666665,0.999999960699315,0.9999999724190908
2,12,19,,,0.5471714857960149,3642.6666666666665,0.2373295395183003,0.31844700398362846
2,12,20,,,0.5462036906879141,3642.6666666666665,0.2364204480577484,0.3176723216252999
2,12,21,,,0.5462036906879141,3642.6666666666665,0.2364204480577484,0.3176723216252999
2,12,22,,,0.5458090445213771,3642.6666666666665,0.23608827225934745,0.31737301435734405
2,12,23,,,0.5457257399169884,3642.6666666666665,0.23601262105509732,0.31730565133343447
2,12,24,,,0.5459221795602996,3642.6666666666665,0.23610849109317775,0.3174185337089603
2,12,25,,,0.9948404427016452,-3322.6666666666665,0.93307023965547,0.9524201131715978
2,12,26,,,0.9948305870863665,-3322.6666666666665,0.933031150424231,0.9524149442884299
2,12,27,,,0.9948174004555355,-3322.6666666666665,0.9329832396447296,0.9523913415192691
2,12,28,,,0.9948206234465209,-3322.6666666666665,0.9329925323720533,0.9524040390510682
2,12,29,,,0.994817632104749,-3322.6666666666665,0.9329825649990315,0.9524063914882076
2,12,30,,,0.9948164168250225,-3322.6666666666665,0.9329765112547088,0.9524026201928164
2,12,31,,,0.99479443236176,-3322.6666666666665,0.9329005527126158,0.9524018815789688
2,12,32,,,0.99479443236176,-3322.6666666666665,0.9329005527126158,0.9524018815789688
2,12,33,,,0.9947685778148452,-3322.6666666666665,0.9328199387327368,0.9524065253361697
2,12,34,,,2.086494264506919e-21,4031.9999999999995,3.1217271647432228e-22,7.217661535163765e-22
2,12,35,,,2.0918229213334384e-21,4031.9999999999995,3.137636661852544e-22,7.126852663063676e-22
2,12,36,,,2.0918229213334384e-21,4031.9999999999995,3.137636661852544e-22,7.126852663063676e-22
2,12,37,,,2.0852890609546213e-21,4031.9999999999995,3.1090944090974884e-22,7.208182900739282e-22
2,12,38,,,2.0852890609546213e-21,4031.9999999999995,3.1090944090974884e-22,7.208182900739282e-22
2,12,39,,,2.09108668862828e-21,4031.9999999999995,3.125394622882793e-22,7.105337990271921e-22
2,12,40,,,0.4451117122876684,3637.3333333333335,0.15544409503193868,0.22454597642096402
2,12,41,,,0.44469647029154497,3637.3333333333335,0.1552144395869548,0.22425531428407314
2,12,42,,,0.44304291364538245,3637.3333333333335,0.15432874016206044,0.22312172567208544
2,12,43,,,0.44304291364538245,3637.3333333333335,0.15432874016206044,0.22312172567208544
2,12,44,,,0.4434324368708833,3637.3333333333335,0.15453886001650044,0.22339224627712756
2,12,45,,,0.991700769738874,3194.6666666666665,0.949115141409553,0.9627365566878083
2,12,46,,,0.9916973490445646,3194.6666666666665,0.9490826898783213,0.9627109215843048
2,12,47,,,0.9916973490445646,3194.6666666666665,0.9490826898783213,0.9627109215843048
2,12,48,,,0.9916823890505051,3194.6666666666665,0.9490267482274337,0.9626633653869074
2,12,49,,,0.9916814586766447,3194.6666666666665,0.9490206716223847,0.962658446176324
2,13,14,,,0.9999999999493439,3210.6666666666665,0.9999999998713734,0.9999999999092932
2,13,15,,,0.9999999970542816,-3274.6666666666665,0.9999999684582335,0.9999999798594792
2,13,16,,,0.9999999970542816,-3274.6666666666665,0.9999999684582335,0.9999999798594792
2,13,17,,,0.5506756265930638,3642.6666666666665,0.24046742841536095,0.32170833998839754
2,13,18,,,0.9999999922963294,-3274.6666666666665,0.9999999674147856,0.9999999776982277
2,13,19,,,0.5471569680159508,3642.6666666666665,0.237322536685541,0.31843873093289987
2,13,20,,,0.5461891504779279,3642.6666666666665,0.2364134617975843,0.31766404707652535
2,13,21,,,0.5461891504779279,3642.6666666666665,0.2364134617975843,0.31766404707652535
2,13,22,,,0.5457944992632827,3642.6666666666665,0.2360812936256882,0.317364741593126
2,13,23,,,0.5457111935118568,3642.6666666666665,0.23600564471708463,0.3172973794990595
2,13,24,,,0.5459076279128753,3642.6666666666665,0.23610150872381563,0.3174102563676344
2,13,25,,,0.9948417672461856,-3322.6666666666665,0.9330772361186392,0.9524260655421204
2,13,26,,,0.9948319180218501,-3322.6666666666665,0.9330381481205811,0.9524208964618149
2,13,27,,,0.9948187389020987,-3322.6666666666665,0.9329902400498117,0.952397295075696
2,13,28,,,0.9948219607614268,-3322.6666666666665,0.9329995318013906,0.952409991623878
2,13,29,,,0.994818971633301,-3322.6666666666665,0.9329895646414367,0.9524123437573859
2,13,30,,,0.9948177570218787,-3322.6666666666665,0.9329835112392959,0.9524085890758706
2,13,31,,,0.9947957869803572,-3322.6666666666665,0.9329075545898627,0.9524078694485288
2,13,32,,,0.9947957869803572,-3322.6666666666665,0.9329075545898627,0.9524078694485288
